Num_of_Fixations,Mean_Fixation_Duration,Skew_Fixation_Duration,First_Fixation_Duration,Mean_Saccade_Duration,Skew_Saccade_Duration,Skew_Saccade_Amplitude,Mean_Saccade_Direction,SD_Saccade_Direction,Max_Saccade_Direction,Num_of_Blink,Mean_Blink_Duration,Skew_Blink_Duration,Num_of_Microsac,Mean_Microsac_Peak_Vel,SD_Microsac_Peak_Vel,Skew_Microsac_Peak_Vel,SD_Microsac_Ampl,Skew_Microsac_Ampl,Mean_Microsac_Dir,SD_Microsac_Dir,Max_Microsac_Dir,Mean_Microsac_H_Amp,Skew_Microsac_H_Amp,Max_Microsac_H_Amp,Mean_Microsac_V_Amp,SD_Microsac_V_Amp,Skew_Microsac_V_Amp,Max_Microsac_V_Amp,stres,Mean,SD,Number of Peaks
0.165289256,5800.35,2.24633665,1805,269.8421053,1.170135152,1.234545741,0.338387236,2.189067264,3.133173363,0.785123967,723.2,2.472236893,0.479338843,135.8242833,52.45260071,0.710810008,11.81506254,2.436460155,2.020059279,122.9867525,179.9060814,1.737555459,1.874532708,59.36447891,0.537899341,6.649766074,2.523344662,38.19382536,1,10.6517126,0.644118709,5.53e-05
0.472222222,1829.023529,2.220571587,3509,288.702381,3.758001159,3.134119562,0.068987016,1.995511938,3.141113091,0.233333333,95.95238095,1.971567287,1.483333333,104.9075088,51.68087847,1.231239997,11.45942,4.190901578,5.730593182,119.6168177,179.8349005,0.264508942,-0.772763556,69.12614203,-0.211716991,6.69578885,-2.539600796,31.76213196,0,9.715196099,1.214627405,1.93e-05
0.476744186,1628.512195,2.206490007,1443,467.6341463,1.803616378,1.621511273,-0.281876789,2.131484883,3.139037362,0.069767442,84.41666667,0.894358425,1.23255814,119.309329,66.88897647,1.329384449,24.56945121,3.930262085,-15.11473208,112.8607092,179.9421458,-0.126907729,-1.735784448,124.0415763,0.136154321,9.133940046,2.007055251,76.86099513,0,6.503600787,0.635299811,5.79e-06
0.557471264,1349.731959,3.899620578,1675,439.8659794,2.002259981,1.435543253,0.140353733,2.133257668,3.128575299,0.068965517,81.33333333,1.752946449,1.252873563,145.7017729,61.62508085,0.547096169,17.74040517,3.832529205,-0.074262044,120.0576615,179.767816,-1.167338784,-2.176801947,74.44535273,0.232350222,9.001947339,1.879346893,48.90045178,0,6.73953765,0.782210692,8.73e-06
0.448275862,1989.115385,0.863329202,385,256.8627451,2.04110781,1.918345289,0.200077437,2.095977551,3.13755932,0.129310345,90.4,0.422192227,1.629310345,102.8587515,58.12857965,1.508318399,13.46583197,3.383694638,-3.546628261,107.27764,179.9866411,0.083205639,-0.275653274,88.0960801,-0.014901498,5.555147412,-1.474993773,28.31381691,0,6.768558294,0.413179049,1.31e-05
0.463576159,1710.0,1.908025573,7427,446.9857143,1.083135541,2.34989,-0.505468213,1.937684239,3.138777139,0.105960265,73.0,0.667628642,1.225165563,124.4154217,75.78634518,1.680829138,22.31131356,2.894885238,-14.32692047,108.3254899,179.6936761,-0.697185901,-1.839315755,92.27847295,-0.103212328,10.50136752,0.502662556,47.14340923,0,7.875355077,0.588079331,4.02e-05
0.534161491,1340.360465,2.10796295,554,546.4235294,1.247575218,1.435540704,-0.34395828,2.132285506,3.140973015,0.130434783,74.47619048,0.529236257,1.149068323,156.8725254,61.43735262,0.193484035,12.18353384,3.975167125,-15.62036235,122.6012532,179.9926914,0.247212766,2.042876106,101.421077,-0.240314879,5.824630673,-2.53381377,22.05790807,0,9.672183147,0.810080792,3.81e-05
0.5875,1261.957447,0.626218803,1212,449.8043478,0.799470636,0.98441936,0.326832985,2.08502727,3.135340406,0.1375,201.2727273,0.831218511,1.1625,155.5438734,66.83791655,0.744898658,11.11568513,2.661841856,17.04411457,122.561682,179.5650448,-0.027852392,1.338569655,68.40799568,0.692196276,5.477899347,2.913229832,26.75401115,1,11.03101892,1.066007761,5.43e-05
0.538888889,1413.453608,2.269253276,340,437.4948454,2.446319697,1.674457048,-0.219151563,2.187973383,3.134197972,0.077777778,101.9285714,0.517636185,0.961111111,203.4085249,86.52844799,0.170285386,31.19045279,2.749659218,-1.142854469,123.0308683,179.8261028,-4.834765759,-0.853125323,166.4212012,-0.565582474,11.53780531,2.015854109,87.12388602,0,14.13693974,0.412567167,4.4e-05
0.380165289,2201.913043,3.581700483,3280,439.8888889,1.370201258,1.051259563,-0.165487024,2.302301529,3.13488023,0.20661157,108.76,1.644720713,1.148760331,180.6570235,104.899524,0.699296606,31.6577637,2.921899077,1.11963226,127.1479858,179.9826395,-7.442872359,-2.014921464,80.27339399,-0.12987817,4.808450714,1.18392905,22.35018967,1,15.86632124,1.515982492,6.45e-05
0.35,2124.968254,2.383313072,1735,729.1111111,0.962485443,1.048028036,-0.10196432,2.126505859,3.140373786,0.033333333,105.8333333,0.807315417,1.105555556,119.1974509,75.42630398,0.895641178,30.83383493,2.264320017,-1.352713938,119.1867136,179.9941211,-1.491670976,-0.864006315,117.0693899,-0.144846472,11.83519673,1.659102133,98.48044125,0,13.97597218,0.354104324,4.13e-05
0.38372093,2310.121212,2.349524684,2423,300.6615385,3.025949181,3.152156241,0.241870738,2.23458778,3.133249744,0.01744186,73.0,0.0,1.122093023,106.5753978,55.01065752,0.707909618,4.946835848,2.426247699,2.983784625,113.7570177,179.8241105,0.265608633,0.126888172,20.88866984,-0.266939491,4.270601044,-2.814822632,17.15253658,0,11.1287454,0.387437632,3.47e-05
0.557471264,1138.690722,1.949646162,2147,659.0729167,1.174770418,1.398937237,-0.051464837,2.052764264,3.139678935,0.022988506,85.0,-0.396003734,1.24137931,182.6481692,83.24805202,-0.13379589,15.12828937,3.780400065,-8.498630923,116.8978222,179.9651235,-1.060928523,-1.937779457,53.36998594,-0.273209703,5.22541885,-0.867340662,20.83219054,0,12.1990243,0.685832364,2.62e-05
0.387931034,2282.288889,1.471961439,1387,315.4090909,1.858129866,1.894995755,-0.287560135,2.396576641,3.128800794,0.017241379,130.5,0.0,1.405172414,138.4307249,67.29281069,0.208278037,10.37645853,5.42550253,-8.051475069,118.0035566,179.9996809,-1.023320442,-2.067639039,65.52681164,-0.438493102,4.609472496,-4.816719742,22.1074915,0,13.40008981,0.667917584,2.18e-05
0.437086093,1653.651515,2.34789972,474,632.8939394,1.109553986,1.080265091,0.011661096,1.883326593,3.132513009,0.052980132,119.5,0.394030709,1.013245033,149.962274,77.06444257,0.798617004,26.43788947,2.140166319,-1.412743788,115.1888881,179.8583102,0.89230087,-0.734741938,94.15353165,0.0261643,11.89752523,-0.148776414,52.09511893,0,15.65049053,0.808451019,5.36e-05
0.51552795,1056.722892,1.259143773,1803,889.0481928,0.991091029,0.815072857,-0.211106319,2.103746664,3.138093194,0.043478261,104.5714286,0.170971853,0.745341615,206.9067047,95.18593033,-0.393301312,15.39177657,3.411057791,17.11147394,121.0133927,179.9756195,-0.692168713,1.039705359,114.0205896,-0.322018539,7.665640996,-0.763329076,33.6549151,0,13.03269265,0.244604947,3.81e-05
0.5125,1371.390244,1.216892771,2956,593.35,1.144498206,0.760663548,-0.653890778,2.16081165,3.130751203,0.05,78.5,0.743360397,0.875,195.3297743,89.36169853,0.642891009,27.50422021,2.557840489,-33.17184495,123.0471396,179.9331234,-5.474606558,-1.236410344,94.88656891,-0.955453349,11.38609991,-2.849096142,28.87112157,1,12.15596198,0.612812674,4.07e-05
0.613333333,1197.891304,1.584315106,3787,447.2444444,1.423388193,2.598368297,0.286049511,2.022274479,3.046042473,0.066666667,99.2,0.034010932,0.84,201.1424655,85.44183507,0.733109749,26.68678076,2.623585187,8.451924829,118.0609152,178.8496183,-1.995247,-1.175702805,82.93111843,-1.769131704,9.484631689,-1.86911573,18.26916974,1,12.33996718,0.249570786,4.98e-05
0.522222222,1337.712766,3.040058221,621,580.6129032,1.051530034,0.984254108,-0.086631785,1.969209374,3.141220581,0.016666667,351.3333333,0.265552884,0.927777778,189.4325255,85.62988484,0.712081283,25.07398062,2.684208079,-13.15063061,112.6401937,179.8703586,-0.786668354,-1.297551505,95.55430393,0.388148008,12.23556337,0.699708465,53.68913805,0,16.74669459,0.521971167,1.38e-05
0.56122449,1338.527273,5.799940434,1659,452.8888889,3.586144549,3.900863321,-0.23300798,2.127825345,3.141539246,0.020408163,221.0,0.0,1.346938776,132.913944,107.5303732,1.385948504,31.26209738,4.393536301,-19.77714217,110.53214,179.9758235,0.708401013,-2.298377296,145.0766544,-0.664581783,4.498835602,-1.048881208,16.0445599,0,17.55803136,0.87552828,2.07e-05
0.438016529,1667.773585,4.649045376,1937,627.6346154,2.461757997,1.685001572,-0.398845448,2.105047385,3.140389742,0.041322314,234.0,0.859193751,1.173553719,119.7404774,66.29266632,0.79273868,15.54551001,2.046652339,-9.234848374,113.7233684,179.4699437,-0.098074253,0.338267986,54.20554153,0.120358424,12.09643792,1.845965481,68.96301439,1,28.52574416,1.319479485,5.99e-05
0.355555556,2445.609375,4.711599982,406,372.1111111,2.755723731,1.877659395,0.244292442,2.078286651,3.128285567,0.422222222,290.8815789,1.80759919,1.0,90.03019247,65.17414454,1.163069023,28.51323911,4.816362468,15.70721894,114.2172371,179.9921223,1.28950227,4.143964905,227.4635244,0.375643631,13.25576143,2.76544594,110.5797153,0,14.64602126,0.210621702,2.48e-05
0.540697674,1342.139785,1.97047451,2364,511.0869565,1.647655016,1.659506818,-0.049955849,2.117840187,3.123754904,0.046511628,90.125,0.777647931,1.034883721,144.881062,70.67691323,0.852675709,20.98913392,6.483220624,-14.63541488,119.2195065,179.7662957,0.961430074,5.578944502,222.2786843,-0.499238614,9.009983675,-3.711065594,34.78313993,0,22.66268271,1.552479115,2.89e-05
0.563218391,1132.887755,2.660838173,1472,639.9183673,2.735720996,2.253784001,0.035676839,2.169733729,3.132837493,0.022988506,76.25,0.616817578,1.057471264,190.2389841,91.06924986,0.543657751,23.74334186,3.213969497,-0.379005462,124.6137456,179.9798286,-1.738061598,0.70421309,168.373749,-0.638651135,10.08245922,-1.177907585,38.06626809,0,21.70452395,0.923395519,3.49e-05
0.278145695,3195.761905,2.38535496,6680,412.2926829,2.834328402,3.667059112,-0.247847379,1.900009915,3.101179189,0.17218543,249.6923077,1.788693803,0.768211921,121.4622598,59.78597341,0.90942011,16.87714248,2.068804763,-4.33647454,117.4318392,179.3748263,-0.407812797,0.045524172,86.64251878,-0.090701375,11.89720868,0.545227403,61.08701902,0,21.02000214,1.000704835,3.69e-05
0.49068323,1275.405063,2.88625367,556,767.8227848,1.295382247,1.616047002,0.032013523,2.247841328,3.128714993,0.043478261,190.5714286,1.535629147,1.111801242,164.7381166,81.99458511,0.754712334,28.90429316,3.076521234,4.05174073,120.2721405,179.9606352,0.940217057,1.328877433,172.2557616,-0.453708403,8.957202008,1.051087853,50.16155424,0,15.43000116,0.358725235,2.85e-05
0.3875,1949.16129,4.754883089,678,632.2580645,1.793059127,1.187631695,0.128332225,2.173764988,3.063550262,0.4,807.03125,1.589578517,0.575,204.7275271,73.78833521,0.186629553,26.20183159,3.973999538,12.99035228,120.8252,178.8510978,2.627136816,3.300058227,161.8574821,-2.408959862,9.621393485,-2.427037748,12.4403365,1,28.07404966,1.128630372,5.43e-05
0.544444444,1475.826531,2.123578927,1816,362.1443299,2.969877451,3.42095771,-0.154956923,1.997156066,3.118594916,0.105555556,104.3684211,1.278777259,1.077777778,128.6764693,68.18236063,1.294966393,34.80192925,8.389649888,-13.84421988,119.0093108,179.6656767,0.629827274,7.026887263,414.7100533,0.010913281,8.398365997,-0.935786926,45.37395681,0,6.590896701,0.77270282,3.03e-05
0.469387755,1897.565217,2.676764613,891,227.4468085,2.737008821,2.227758743,-0.471351412,2.246091868,3.14056805,0.06122449,123.5,0.295567744,1.275510204,115.8564961,77.36515901,0.317465973,22.28225989,6.083792527,-16.26684426,119.5488244,179.9026376,0.711557607,3.478508808,202.7919553,-0.063017484,2.612836748,1.5088835,20.05286475,0,5.800869459,0.14317679,5.18e-06
0.253333333,3500.684211,1.328793015,619,480.2777778,1.146558486,2.225663302,-0.088378942,2.151560117,3.140318061,0.053333333,121.75,-0.317936849,1.146666667,76.62333731,68.290125,1.806926801,31.51015027,5.135084954,-19.31717622,107.8069287,179.9814757,0.608637896,-3.258355995,127.9304957,0.005575456,4.41360784,0.870140738,26.77831819,0,6.165967044,0.202524378,1.37e-05
0.157024793,6104.947368,3.284096609,1666,273.6842105,3.167967158,3.218722974,0.139108482,2.481016565,3.132456766,0.892561983,737.7592593,1.759990843,0.438016529,138.8009333,185.0048823,5.49354744,24.90584627,6.336308526,-1.396942154,126.072386,179.64735,-4.21826846,-5.568768909,14.90844175,-1.532577117,12.88165495,-6.748400919,6.950295153,1,7.566999037,0.376686881,4.15e-05
0.422222222,2115.644737,2.296446751,1802,249.2105263,2.248387414,2.644612592,-0.027027002,2.191629232,3.135570634,0.2,120.0,0.430501834,1.305555556,98.55595699,56.17154531,1.032101381,10.45852913,6.190660388,-7.261468912,118.8042925,179.8279199,-0.557833753,2.036367588,102.4712456,-0.009561761,6.197376904,0.37608575,38.30664355,0,6.163308386,1.11232055,1.38e-05
0.279069767,3241.1875,5.743409429,2122,350.5106383,2.196037476,2.308106992,-0.863093489,2.0573482,3.137191558,0.639534884,96.93636364,2.893840891,1.203488372,65.3683498,52.99963953,2.584373543,24.7761475,5.433825786,-20.68688033,109.8946492,178.4220366,1.023944583,0.627908846,191.8603004,0.110862249,7.165891309,0.633288154,43.15681531,0,6.323627363,0.419573524,2.03e-05
0.568965517,1455.040404,4.595356943,1252,302.8383838,3.376575171,4.246120731,-0.213137394,2.004741711,3.138888606,0.120689655,98.61904762,-0.140549644,1.689655172,103.9771669,63.69908886,0.968335684,17.68801549,5.973793337,-15.15062201,110.5457926,179.8121472,0.400844429,-3.72366586,91.35669807,0.158010523,7.042422466,1.654692426,60.40354516,0,5.721734458,0.329246724,2.91e-06
0.474137931,1999.654545,2.955767845,14314,123.7592593,2.378834662,1.290502774,-0.787678109,2.124900012,3.139191924,0.181034483,115.4285714,0.578835434,2.422413793,83.4188866,51.02788422,0.971452994,4.389332716,2.580285663,-24.87613112,114.3704928,179.9529093,-0.024520897,-0.270102884,32.73427397,-0.022918138,1.85339388,-2.986606706,12.71813274,0,5.503517062,0.149203908,8.74e-06
0.278145695,3304.238095,1.528078458,338,289.7142857,2.328523708,3.963578458,-0.26494233,1.909257187,3.131852233,0.139072848,108.4761905,1.001868977,1.092715232,80.34257373,69.87951249,1.743824561,19.04541348,3.639128504,-23.54067958,106.2646233,179.4287704,0.487454279,-0.961342979,84.08430901,0.175117939,9.791861648,0.938446501,53.63117387,0,8.356918524,1.01042674,5.03e-05
0.453416149,1713.068493,2.492776215,1526,510.75,2.710157264,2.7308749,0.105108219,2.305823601,3.129953908,0.223602484,93.25,1.016871854,1.0,130.5091949,70.44418712,0.707408088,19.47566699,7.110713212,14.02410307,122.7050352,179.6082498,0.543348697,5.022514361,193.3094435,0.118711697,8.77871698,5.321197084,82.94200192,0,6.925018286,0.54673874,3.17e-05
0.375,2413.233333,2.736114319,464,265.0344828,3.144804563,3.925132087,-0.155310966,2.13139413,3.133492539,0.5,465.375,3.566467971,1.0,123.6264462,51.9300433,1.085800578,17.4421329,6.997721551,-6.731325442,117.3996993,179.3065222,-0.721761362,-5.87010981,28.46015245,0.062383447,6.925295898,-1.0925093,28.36904923,1,9.197698504,1.068515852,2.72e-05
0.373333333,2370.928571,2.617948186,2896,332.1111111,2.847779799,2.319893473,0.130341614,2.23221825,3.126388193,0.173333333,131.9230769,1.549325859,1.16,96.5892896,60.44596598,1.13073567,17.80133209,3.158177327,-9.152773533,115.36728,178.8910394,-0.509524703,0.009455666,96.73935313,0.141671527,5.663648091,2.32251891,35.89334058,1,5.816940295,0.129790844,1.42e-05
0.577777778,1129.884615,2.628420383,389,603.815534,2.432909591,1.78819549,-0.115531599,1.922346368,3.101374799,0.127777778,114.1304348,3.474327113,1.027777778,167.0172795,73.89703917,1.125511948,24.79982048,4.053323269,-8.948441339,109.9563745,179.0922685,0.932818545,1.818783138,207.9674114,0.199803488,12.73176331,0.060996146,65.79807368,0,3.298878578,0.044685163,3.58e-05
0.37755102,2372.945946,1.079417768,1577,285.75,1.443431201,1.39479372,-0.255278411,1.879926129,3.140267849,0.06122449,74.16666667,1.214433623,1.306122449,101.7506698,76.49137366,0.868947026,17.09943427,2.747741329,0.099245551,116.2139101,179.9747279,0.318392052,-0.298764771,92.14716201,-0.030150184,1.17088294,-1.475359621,2.994431255,0,4.711453807,0.244528741,1.04e-05
0.386666667,2028.413793,2.683793965,2750,583.3928571,0.642772953,1.112136562,0.014390329,1.727218175,3.117197479,0.093333333,101.5714286,1.007469272,0.933333333,153.7454609,75.94994458,0.517263799,26.16352786,3.102684221,9.313551214,108.6117744,179.5728644,2.486958029,0.572568168,126.1205784,0.189053595,8.50840507,-0.310695946,43.22064822,0,4.757325643,0.148416602,2.74e-05
0.181818182,5218.181818,1.938182925,566,302.4285714,1.411861976,1.441191412,0.377022403,2.419428511,3.140376029,0.950413223,458.5391304,2.095358964,0.867768595,110.3370711,65.25023671,0.987982383,9.668511283,3.315525202,16.37372247,110.8654817,179.9183593,-0.261960949,-1.170636986,38.58807582,0.264766904,6.324471714,2.788090636,45.49157014,1,5.438730629,0.363754715,5.07e-05
0.261111111,3365.404255,2.081473324,4225,464.0425532,1.576569218,2.214402723,-0.522091207,1.85281454,3.107316449,0.222222222,274.85,3.772117341,0.911111111,90.63016806,70.64641454,1.976078351,30.28957688,3.846464532,-8.401790797,107.6547282,179.9535324,0.003290605,-1.812260979,137.6470566,-0.127543453,11.02587012,-0.259459602,50.55153411,0,3.427003286,0.055313121,1.93e-05
0.372093023,2206.453125,4.10327574,1041,477.828125,2.351845335,3.09560261,-0.053942982,1.999880082,3.126565144,0.279069767,153.0416667,2.870539818,0.994186047,97.76799079,69.36872705,1.7192568,28.37299554,3.416358889,-5.746362414,112.0805022,179.2054632,0.46927637,-1.278363936,125.6102912,-0.358338782,8.977104366,-1.810210482,44.64059447,0,4.382786821,0.110919403,3.47e-05
0.408045977,2138.633803,2.254724522,1567,316.5285714,1.700898319,2.144626136,-0.39045335,2.164603333,3.14107269,0.270114943,170.5744681,1.810918579,1.649425287,101.6291919,65.93041264,1.975039135,23.43435759,9.301485942,-9.78001275,106.3173168,179.936153,-0.34845197,-7.708554538,94.50161597,-0.107825532,6.226590683,1.546216155,51.28842545,0,4.203599387,0.143006264,2.33e-05
0.474137931,1953.563636,1.936847304,6004,169.2592593,2.385227259,2.579857951,-0.37283347,2.323727574,3.135852822,0.301724138,151.7714286,1.512854506,2.120689655,88.99237081,59.45478087,1.641740588,12.94424763,4.259555273,6.131382383,104.2996386,179.9268585,0.001576535,0.805097123,102.6261173,-0.133632066,3.776230171,-1.772698367,18.42378801,0,4.085750102,0.077428914,2.18e-05
0.390728477,2190.338983,1.37663891,6797,374.9137931,1.923541144,1.781339039,-0.649193694,1.923935302,3.132985155,0.112582781,103.5294118,1.207461416,1.079470199,103.0813007,79.57129606,1.721194529,30.74748745,4.393753044,-24.27399729,115.3755849,179.9593901,-0.563695154,-3.12819359,108.6617379,-0.359092033,12.63184879,0.750125722,79.25658769,0,5.290107541,0.429668932,4.02e-05
0.192546584,4647.387097,3.141237498,374,567.1290323,1.127456594,1.427600303,-0.095603609,1.997671119,3.103685142,0.242236025,143.2307692,2.040386934,0.832298137,68.73508506,72.14155911,1.857413432,40.53141575,6.658839773,17.49581249,111.5828357,179.9553965,0.612001309,5.224897465,385.9839854,0.056565697,5.775661006,1.345531715,32.8615798,0,3.568319568,0.059502499,9.52e-06
0.5125,1281.97561,0.854057621,1343,688.55,2.000605896,1.735453759,-0.059465239,2.071465571,3.115822029,0.1,94.375,-0.622728259,0.9875,169.4384637,96.36500706,0.731696566,41.77370208,2.312421174,-15.47909698,120.1797202,179.0114562,1.585763403,0.465859435,176.8441081,0.216403307,12.24998028,-1.085570351,27.19119983,1,4.948746841,0.667094929,3.4e-05
0.533333333,1321.825,4.010040078,1296,574.1282051,3.973695418,2.072166657,0.186395074,1.801980554,3.096066435,0.133333333,109.2,1.30047485,1.12,168.3915462,79.81334499,0.997434921,21.12006329,1.509501221,10.71324006,114.7626439,179.759315,-0.143986964,0.535076996,84.93097743,-0.918545978,15.57597739,-2.245265631,32.3473816,1,4.079209257,0.146416129,2.85e-05
0.583333333,1316.295238,3.064368974,4657,394.5904762,2.385646943,2.528234993,-0.098567846,2.032986584,3.126801129,0.027777778,226.8,1.068255916,0.672222222,174.3161541,56.78223297,0.344332234,6.772390661,3.006907623,10.53389375,112.5223365,179.531891,1.911867334,0.397718092,48.7427712,0.064014424,1.834416134,-0.426525289,9.297202419,0,11.00954788,0.599359863,5.78e-05
0.5,1738.040816,2.397057041,1706,269.5,2.98140705,3.04451833,0.602126229,2.092387005,3.137727594,0.081632653,84.375,1.103690525,1.306122449,122.5105977,65.48066053,0.424295841,11.66553234,5.839698822,20.3106097,116.2540984,179.8296935,-0.108331376,-2.488077591,37.7638647,0.458124002,7.1163797,5.737733189,66.42672885,0,9.346906424,0.438567126,4.15e-05
0.48,1815.0,1.609940786,1265,271.6944444,1.671836305,1.188649815,0.306766082,1.749838379,3.135961335,0.24,407.5555556,0.353502986,0.586666667,146.9541973,73.42371509,0.219069189,5.339683193,1.06028347,-12.65511288,111.8357855,178.3072746,0.680677217,-0.010793838,21.16099775,-0.457648614,2.195323715,-1.094474573,2.257030756,0,10.95663303,0.692098979,4.11e-05
0.495867769,1754.6,2.310918313,2120,268.1355932,2.068295272,1.968688712,0.378740116,1.990858413,3.126022908,0.140495868,204.7058824,1.449822078,1.049586777,139.057384,58.60389267,0.013496678,5.529838193,2.31133808,2.815333304,122.2679092,179.7788923,-0.961775313,-0.487943649,22.50153874,-0.135567366,2.595807414,0.551391618,17.53471132,1,10.27769185,0.42711278,6.45e-05
0.338888889,2817.655738,2.104988524,4555,135.6333333,3.59227613,3.490632267,-0.191714095,1.802666672,3.133915413,0.088888889,145.875,3.222876921,1.588888889,88.20315666,47.86123859,1.004483083,5.42862136,6.512388741,-3.920027867,115.2169594,179.9666503,0.337676643,2.089794497,62.92562239,-0.030887187,2.847602852,1.177652913,27.80473586,0,11.85847292,0.9104489,3.86e-05
0.465116279,1810.575,2.469626762,1601,344.2025316,2.895729231,3.985409186,0.046323057,1.995857467,3.104845988,0.098837209,98.41176471,0.841414167,1.046511628,104.092569,48.78436104,0.806916153,4.462503983,2.040219423,13.76259362,116.3993973,179.3971294,0.22460949,0.213417692,17.01132942,-0.333766218,4.167251159,-2.146387949,17.28050303,0,8.249375194,0.320494316,4.05e-05
0.494252874,1671.930233,2.872528003,5666,349.7674419,3.015330962,3.10069569,0.276082705,2.033904641,3.135193243,0.149425287,128.0,1.980821485,1.333333333,127.9543166,57.87956526,0.310701077,9.640611291,5.575567099,9.224826252,122.2523501,179.9375094,-0.887198929,-1.50624469,55.78843211,0.062084923,5.929602803,1.845889132,47.32838624,0,8.220348611,0.759616341,4.07e-05
0.327586207,2801.473684,2.015843199,5426,272.5675676,2.449650884,2.672409641,0.134926889,2.510618787,3.137128562,0.232758621,172.5555556,2.507964964,1.982758621,95.76970746,54.08834865,0.907086596,12.93165393,8.276012586,1.330718897,113.9010283,179.9509208,0.088258247,4.581859672,158.825269,-0.132431019,1.452513608,-1.875886128,6.424256417,0,8.422416878,0.428206528,4.37e-05
0.264900662,3230.65,3.640242809,12126,561.2307692,0.873063851,0.782220588,0.053827167,2.116199387,3.141513046,0.072847682,90.0,0.690507173,1.158940397,91.04331856,56.84253818,1.152964918,16.64998422,3.414880502,2.894990483,120.7635311,179.8060857,0.789974016,1.055714671,103.8921834,0.235390596,5.569136592,2.090702652,35.49372308,0,11.07118005,0.600085297,7.04e-05
0.583850932,1340.031915,2.194357042,1242,384.655914,2.178398181,3.386975247,0.139930522,2.264074444,3.135893,0.037267081,91.16666667,0.775174925,0.813664596,124.1402106,72.34530161,0.540344712,9.838589393,5.662122686,10.40609729,110.4682881,179.5195758,1.128361488,3.161106405,93.31388733,-0.161608327,3.683799923,0.529674294,22.17928835,0,11.27740797,0.615779224,5.08e-05
0.5375,1432.325581,1.992680208,6494,439.547619,2.187902817,2.813199826,-0.318486232,1.964057282,3.12006681,0.0875,457.2857143,0.93123074,1.1125,126.2162304,57.67014832,0.580526672,6.890711073,2.331281673,-12.34565706,107.2900264,179.8620211,1.6581427,0.234009616,33.52724858,0.055271968,5.506084869,1.797506497,35.12677489,1,9.581952601,0.593010951,6.11e-05
0.106666667,9061.875,0.974090652,6888,410.1428571,1.292368339,1.309171232,1.19865615,1.749151149,3.140321207,0.52,421.8461538,2.200481992,0.586666667,102.790919,70.67851885,1.205670916,37.79793895,5.831778382,-12.82349535,102.4849017,177.7779482,-5.011028421,-5.60598346,29.89306257,1.502314643,17.41756526,5.473200209,110.4548923,1,9.227029706,0.531998023,4.98e-05
0.483333333,1564.229885,2.189909416,9310,502.7011494,1.380823698,2.06201996,0.156695841,2.105056462,3.135636211,0.072222222,104.3846154,2.190855524,1.233333333,131.7213589,85.14769114,1.135699676,29.788348,4.893698615,9.025101291,117.1212522,179.7107466,0.081109879,-2.089858967,184.6055414,0.29833728,9.183259413,0.711827207,55.11937585,0,8.363044061,0.25415769,2.75e-05
0.43877551,1867.930233,3.35828481,1846,423.0238095,2.502782663,1.52991508,-0.389407709,2.258574224,3.141169317,0.081632653,92.0,0.796107379,1.316326531,126.7653588,91.60062845,1.015608248,21.23984981,3.376183907,-7.504813319,112.1020533,179.9242131,0.165506665,0.194762074,108.699037,0.096614885,5.982582352,6.148988188,55.97958093,0,12.35112276,0.793334478,3.11e-05
0.426666667,2017.5625,0.924957607,574,341.1612903,1.350409958,2.027132187,-0.58691762,1.831323725,3.137579177,0.04,71.33333333,-0.041567369,1.24,117.1483465,99.08281934,1.470550034,30.84327585,6.614004822,-22.26785743,109.6713738,179.8237811,-0.102177892,-5.553436813,83.60330008,0.155501643,3.93695741,2.095363834,25.90529324,0,13.40078121,1.377256823,4.8e-05
0.388429752,2245.468085,4.238089561,1640,338.8043478,1.363436832,1.95314113,-0.449592973,2.302100439,3.141270426,0.165289256,131.2,0.428689305,1.512396694,104.2888028,78.16716666,1.423152541,21.30366189,5.406649133,-18.91628646,110.0211639,179.9418541,-0.963549015,-3.522968689,95.16206914,0.157232563,3.23852593,0.283133571,19.51239792,1,13.30841314,1.078161407,5.99e-05
0.322222222,2450.103448,2.501696687,1359,662.9122807,1.103415101,1.257108921,-0.045452242,2.259547289,3.133838833,0.083333333,92.0,0.566658467,0.877777778,116.9646111,84.26222635,1.182217129,37.51563857,2.873420098,8.442603921,119.0601004,179.9791029,0.847774133,1.69488194,266.3037418,-0.473256733,14.1867913,-0.51503221,58.92141966,0,8.70034758,0.32497417,3.03e-05
0.470930233,1496.728395,2.460139008,5058,632.6375,1.643282553,1.582751728,-0.016348967,2.167263238,3.140487981,0.023255814,96.5,-0.203464761,1.261627907,137.4198196,83.24420597,1.086660538,24.63301485,3.399900134,-4.678388955,121.1651846,179.9609303,0.691985478,2.29352784,157.7598861,0.082156936,8.617143635,0.708556164,46.17600084,0,9.741819669,0.42852207,1.16e-05
0.655172414,1098.763158,2.109685925,2088,425.0175439,2.148796693,1.689808211,0.138300996,2.113077812,3.139464583,0.017241379,76.0,0.173811583,1.459770115,167.128116,85.02693679,0.659758254,16.98101148,3.361422144,-9.763985795,121.4486493,179.9383376,-0.844521682,0.475298597,110.2541813,0.091492553,7.13598737,0.111059252,37.79029953,0,10.69298385,0.500867886,2.33e-05
